; Created by WC-DAP 3.0.392

Index,DeployID,Ptt,DepthSensor,Source,Instr,Day,Time,Time Offset,Count,InitLocQ,InitTime,InitLat,InitLon,Deepest,SSTTime,SSTDepth,SSTTemp,Type,Delta,MinDepth,MaxDepth,AttenShallow,AttenDeep,TravelMetric,FoundPrevious,K,LL0,Depth0,LL1,Depth1,LL2,Depth2,LL3,Depth3,LL4,Depth4,LL5,Depth5,LL6,Depth6,LL7,Depth7,LL8,Depth8,LL9,Depth9,LL10,Depth10,LL11,Depth11
91,"Thomas",141254,,Transmission,MiniPAT,07-Dec-2015,10:48:45,,7,,,,,172,04:00:00 07-Dec-2015,0,18.3,Dawn,450,16,80,,,0,,55600,68,,97,,81,,90,,104,,115,,122,,128,,132,,,,,,
92,"Thomas",141254,,Transmission,MiniPAT,07-Dec-2015,21:02:30,,7,,,,,,04:00:00 07-Dec-2015,0,18.3,Dusk,600,16,112,,,0,,42657,156,,121,,114,,97,,98,,87,,68,,50,,37,,,,,,
93,"Thomas",141254,,Transmission,MiniPAT,08-Dec-2015,11:05:00,,5,,,,,352,06:00:00 08-Dec-2015,0,23.7,Dawn,300,144,304,,,0,,17102,106,,123,,138,,147,,158,,161,,164,,164,,156,,,,,,
94,"Thomas",141254,,Transmission,MiniPAT,08-Dec-2015,21:05:00,,5,,,,,,06:00:00 08-Dec-2015,0,23.7,Dusk,600,16,176,,,0,,40467,163,,149,,103,,86,,102,,79,,48,,45,,39,,,,,,
95,"Thomas",141254,,Transmission,MiniPAT,09-Dec-2015,01:48:45,,6,,,,,320,05:00:00 09-Dec-2015,0,25.0,Dawn,300,48,240,,,0,,26534,60,,56,,52,,49,,45,,41,,38,,34,,31,,,,,,
96,"Thomas",141254,,Transmission,MiniPAT,09-Dec-2015,21:02:30,,6,,,,,,05:00:00 09-Dec-2015,0,25.0,Dusk,450,16,176,,,0,,22639,160,,136,,120,,108,,102,,110,,96,,76,,39,,,,,,
97,"Thomas",141254,,Transmission,MiniPAT,10-Dec-2015,21:02:30,,11,,,,,,02:00:00 11-Dec-2015,0,23.4,Dusk,450,16,176,,,0,,24956,156,,130,,132,,134,,116,,102,,76,,69,,56,,,,,,
98,"Thomas",141254,,Transmission,MiniPAT,11-Dec-2015,07:03:45,,11,,,,,440,02:00:00 11-Dec-2015,0,23.4,Dawn,300,16,176,,,0,,26459,52,,47,,42,,37,,32,,33,,39,,41,,41,,,,,,
99,"Thomas",141254,,Transmission,MiniPAT,11-Dec-2015,10:18:45,,6,,,,,440,07:00:00 11-Dec-2015,0,24.4,Dawn,750,144,368,,,0,,16087,65,,70,,76,,82,,87,,93,,99,,124,,142,,,,,,
100,"Thomas",141254,,Transmission,MiniPAT,11-Dec-2015,20:25:00,,6,,,,,,07:00:00 11-Dec-2015,0,24.4,Dusk,600,16,208,,,0,,830,133,,124,,125,,120,,117,,117,,105,,86,,64,,,,,,
101,"Thomas",141254,,Transmission,MiniPAT,12-Dec-2015,10:45:00,,7,,,,,312,10:00:00 12-Dec-2015,0,23.1,Dawn,600,16,208,,,0,,34432,79,,101,,123,,138,,150,,158,,164,,173,,173,,,,,,
